gene_symbol	cytobandID
RNF19B	p35.1
ENSG00000278966	p35.1
ENSG00000217644	p35.1
ENSG00000239670	p35.1
ENSG00000236065	p35.1
AK2	p35.1
AZIN2	p35.1
ENSG00000278997	p35.1
TRIM62	p35.1
ENSG00000279179	p35.1
ENSG00000284721	p35.1
ZNF362	p35.1
ENSG00000270115	p35.1
A3GALT2	p35.1
ENSG00000225313	p35.1
PHC2	p35.1
MIR3605	p35.1
RN7SKP16	p35.1
PHC2-AS1	p35.1
TLR12P	p35.1
ZSCAN20	p35.1
ENSG00000235907	p35.1
CSMD2	p35.1
HSPD1P14	p35.1
HMGB4	p35.1
CSMD2-AS1	p35.1
RNA5SP42	p35.1
C1orf94	p35.1
ENSG00000270241	p35.1
ENSG00000287703	p34.3
MIR552	p34.3
SMIM12	p34.3
GJB5	p34.3
GJB4	p34.3
ENSG00000255811	p34.3
GJB3	p34.3
GJA4	p34.3
ENSG00000230163	p34.3
DLGAP3	p34.3
ENSG00000284773	p34.3
GPR199P	p34.3
TMEM35B	p34.3
ENSG00000271741	p34.3
ZMYM6	p34.3
ZMYM1	p34.3
RPL12P45	p34.3
EFCAB14P1	p34.3
ENSG00000284640	p34.3
SFPQ	p34.3
ZMYM4	p34.3
RN7SL503P	p34.3
SNORA62	p34.3
RPL5P4	p34.3
ZMYM4-AS1	p34.3
KIAA0319L	p34.3
ENSG00000236274	p34.3
NCDN	p34.3
TFAP2E-AS1	p34.3
TFAP2E	p34.3
PSMB2	p34.3
C1orf216	p34.3
CLSPN	p34.3
ENSG00000232335	p34.3
AGO4	p34.3
AGO1	p34.3
CFAP97P1	p34.3
ENSG00000286899	p34.3
ENSG00000271914	p34.3
AGO3	p34.3
ENSG00000271554	p34.3
ENSG00000293245	p34.3
ENSG00000232862	p34.3
TEKT2	p34.3
ADPRS	p34.3
COL8A2	p34.3
TRAPPC3	p34.3
MAP7D1	p34.3
RN7SL131P	p34.3
THRAP3	p34.3
UBE2V2P4	p34.3
SH3D21	p34.3
EVA1B	p34.3
ENSG00000286379	p34.3
STK40	p34.3
LSM10	p34.3
RNU4-27P	p34.3
OSCP1	p34.3
SNORA63C	p34.3
MRPS15	p34.3
CSF3R	p34.3
FTLP18	p34.3
ENSG00000284705	p34.3
ENSG00000284720	p34.3
ENSG00000234481	p34.3
GRIK3	p34.3
ENSG00000284650	p34.3
ENSG00000223944	p34.3
MIR4255	p34.3
RNU6-636P	p34.3
RNA5SP43	p34.3
RPS29P6	p34.3
LITATS1	p34.3
ZC3H12A	p34.3
MIR6732	p34.3
MEAF6	p34.3
MIR5581	p34.3
SNIP1	p34.3
FTH1P1	p34.3
RPS27P9	p34.3
DNALI1	p34.3
GNL2	p34.3
ENSG00000284748	p34.3
RSPO1	p34.3
AIRIM	p34.3
CDCA8	p34.3
EPHA10	p34.3
ACTN4P2	p34.3
ENSG00000227416	p34.3
MANEAL	p34.3
ENSG00000233728	p34.3
YRDC	p34.3
C1orf122	p34.3
MTF1	p34.3
ENSG00000235673	p34.3
INPP5B-AS1	p34.3
INPP5B	p34.3
SNORA63	p34.3
RNU6-584P	p34.3
SF3A3	p34.3
RNU6-510P	p34.3
FHL3	p34.3
UTP11	p34.3
POU3F1	p34.3
MIR3659HG	p34.3
ENSG00000223589	p34.3
MIR3659	p34.3
LINC02786	p34.3
ENSG00000286552	p34.3
ENSG00000287987	p34.3
LINC01343	p34.3
ENSG00000275350	p34.3
RNU6-753P	p34.3
LINC01685	p34.3
HSPA5P1	p34.3
ENSG00000284632	p34.3
RRAGC	p34.3
ENSG00000273637	p34.3
RRAGC-DT	p34.3
MYCBP	p34.3
ENSG00000274944	p34.3
GJA9	p34.3
RHBDL2	p34.3
RNU6-605P	p34.3
EIF1P2	p34.3
AKIRIN1	p34.3
NDUFS5	p34.3
MACF1	p34.3
RNU6-608P	p34.3
RNA5SP44	p34.3
ENSG00000287422	p34.3
ENSG00000226438	p34.3
HSPE1P8	p34.3
BMP8A	p34.3
OXCT2P1	p34.3
PPIEL	p34.3
PABPC4	p34.3
PABPC4-AS1	p34.3
SNORA55	p34.3
HEYL	p34.2
ENSG00000225903	p34.2
NT5C1A	p34.2
HPCAL4	p34.2
PPIE	p34.2
ENSG00000225333	p34.2
RNU7-121P	p34.2
ENSG00000289711	p34.2
BMP8B	p34.2
OXCT2	p34.2
BMP8B-AS1	p34.2
ENSG00000261798	p34.2
ENSG00000229213	p34.2
ENSG00000284719	p34.2
LINC02811	p34.2
TRIT1	p34.2
MYCL	p34.2
MYCL-AS1	p34.2
MFSD2A	p34.2
ENSG00000228477	p34.2
CAP1	p34.2
PPT1	p34.2
OAZ1P1	p34.2
RLF	p34.2
RNU6-1237P	p34.2
TMCO2	p34.2
ZMPSTE24-DT	p34.2
ZMPSTE24	p34.2
ENSG00000231296	p34.2
COL9A2	p34.2
RPL21P20	p34.2
SMAP2	p34.2
ENSG00000213172	p34.2
ENSG00000290111	p34.2
ENSG00000284677	p34.2
ZFP69B	p34.2
ENSG00000260920	p34.2
ENSG00000279667	p34.2
ZFP69	p34.2
EXO5-DT	p34.2
EXO5	p34.2
ENSG00000227278	p34.2
ENSG00000238186	p34.2
ZNF684	p34.2
ENSG00000286838	p34.2
ENSG00000236505	p34.2
GTF2F2P2	p34.2
RIMS3	p34.2
ENSG00000287743	p34.2
ENSG00000237899	p34.2
NFYC-AS1	p34.2
NFYC	p34.2
MIR30E	p34.2
MIR30C1	p34.2
KCNQ4	p34.2
RN7SL326P	p34.2
CITED4	p34.2
ENSG00000229528	p34.2
ENSG00000228940	p34.2
ENSG00000286668	p34.2
UBE2V1P8	p34.2
CTPS1	p34.2
SLFNL1-AS1	p34.2
SLFNL1	p34.2
SCMH1	p34.2
RPL23AP17	p34.2
ENSG00000287400	p34.2
SCMH1-DT	p34.2
RPL36AP9	p34.2
ENSG00000291157	p34.2
ENSG00000286640	p34.2
FOXO6	p34.2
FOXO6-AS1	p34.2
RNA5SP45	p34.2
EDN2	p34.2
HIVEP3	p34.2
ENSG00000230881	p34.2
ENSG00000230638	p34.2
ENSG00000284895	p34.2
ENSG00000287587	p34.2
HNRNPFP1	p34.2
ENSG00000228776	p34.2
GUCA2B	p34.2
GUCA2A	p34.2
FOXJ3	p34.2
ENSG00000227527	p34.2
RIMKLA	p34.2
ENSG00000235002	p34.2
ZMYND12	p34.2
PPCS	p34.2
CCDC30	p34.2
RPS3AP11	p34.2
TMSB4XP1	p34.2
RNU6-536P	p34.2
ENSG00000236180	p34.2
PPIH	p34.2
ENSG00000285728	p34.2
ENSG00000234917	p34.2
YBX1	p34.2
CLDN19	p34.2
P3H1	p34.2
C1orf50	p34.2
ENSG00000283580	p34.2
C1orf50-AS1	p34.2
TMEM269	p34.2
SVBP	p34.2
ERMAP	p34.2
ZNF691-DT	p34.2
ZNF691	p34.2
ENSG00000233708	p34.2
MKRN8P	p34.2
ATP6V1E1P1	p34.2
ENSG00000288955	p34.2
SLC2A1	p34.2
ATP6V0CP4	p34.2
SLC2A1-DT	p34.2
ENSG00000283973	p34.2
RNU6-880P	p34.2
ENSG00000277513	p34.2
CFAP144	p34.2
EBNA1BP2	p34.2
MIR6733	p34.2
CFAP57	p34.2
RNA5SP46	p34.2
TMEM125	p34.2
C1orf210	p34.2
TIE1	p34.2
MPL	p34.2
ENSG00000287113	p34.2
CDC20-DT	p34.2
CDC20	p34.2
ELOVL1	p34.2
MIR6734	p34.2
ENSG00000288772	p34.2
MED8	p34.2
MED8-AS1	p34.2
SZT2	p34.2
SZT2-AS1	p34.2
MIR6735	p34.2
HYI	p34.2
HYI-AS1	p34.2
PTPRF	p34.2
KDM4A	p34.2
KDM4A-AS1	p34.1
ST3GAL3	p34.1
ST3GAL3-AS1	p34.1
ENSG00000233674	p34.1
MIR6079	p34.1
SHMT1P1	p34.1
ARTN	p34.1
LINC02918	p34.1
ENSG00000288573	p34.1
IPO13	p34.1
ENSG00000285649	p34.1
DPH2	p34.1
ATP6V0B	p34.1
B4GALT2	p34.1
CCDC24	p34.1
SLC6A9	p34.1
ENSG00000230615	p34.1
ENSG00000227163	p34.1
KRT8P47	p34.1
RN7SL479P	p34.1
KLF17	p34.1
ENSG00000233514	p34.1
KLF18	p34.1
ENSG00000226804	p34.1
OOSP1P1	p34.1
ENSG00000227994	p34.1
ENSG00000271329	p34.1
DMAP1	p34.1
ERI3	p34.1
ERI3-IT1	p34.1
RNU6-369P	p34.1
RNF220	p34.1
MIR5584	p34.1
TMEM53	p34.1
ARMH1	p34.1
RNU5F-1	p34.1
RNU5D-1	p34.1
KIF2C	p34.1
ENSG00000225721	p34.1
RPS8	p34.1
SNORD55	p34.1
SNORD46	p34.1
SNORD38A	p34.1
SNORD38B	p34.1
RPS15AP11	p34.1
BEST4	p34.1
PLK3	p34.1
DYNLT4	p34.1
ENSG00000290041	p34.1
BTBD19	p34.1
PTCH2	p34.1
RNU5E-6P	p34.1
ENSG00000226499	p34.1
EIF2B3	p34.1
RNA5SP47	p34.1
CCNB1IP1P1	p34.1
PPIAP35	p34.1
MRPS17P1	p34.1
HECTD3	p34.1
UROD	p34.1
ZSWIM5	p34.1
OSTCP5	p34.1
LINC01144	p34.1
HPDL	p34.1
MUTYH	p34.1
ENSG00000288208	p34.1
TOE1	p34.1
TESK2	p34.1
PPIAP36	p34.1
CCDC163	p34.1
MMACHC	p34.1
PRDX1	p34.1
HMGB1P48	p34.1
AKR1A1	p34.1
ENSG00000289407	p34.1
NASP	p34.1
CCDC17	p34.1
GPBP1L1	p34.1
RPS15AP10	p34.1
RPL7AP16	p34.1
TMEM69	p34.1
IPP	p34.1
ENSG00000230896	p34.1
RPL6P1	p34.1
MAST2	p34.1
TMA16P2	p34.1
PIK3R3	p34.1
P3R3URF-PIK3R3	p34.1
ENSG00000226957	p34.1
COX7BP4	p34.1
ENSG00000227857	p34.1
TSPAN1	p34.1
P3R3URF	p34.1
POMGNT1	p34.1
LURAP1	p34.1
RAD54L	p34.1
LRRC41	p34.1
UQCRH	p33
NSUN4	p33
ENSG00000225779	p33
FAAH	p33
FAAHP1	p33
ENSG00000291138	p33
LINC01398	p33
DMBX1	p33
TMEM275	p33
MKNK1-AS1	p33
KNCN	p33
MKNK1	p33
MOB3C	p33
ATPAF1	p33
NENFP1	p33
TEX38	p33
EFCAB14-AS1	p33
EFCAB14	p33
ENSG00000236476	p33
CYP4B1	p33
CYP4Z2P	p33
TUBAP8	p33
CYP4A11	p33
CYP4A26P	p33
CYP4A43P	p33
CYP4A27P	p33
CYP4A44P	p33
CYP4X1	p33
CYP4Z1	p33
TUBAP9	p33
CYP4A22-AS1	p33
CYP4A22	p33
MTND1P34	p33
LINC00853	p33
ENSG00000290081	p33
PDZK1IP1	p33
TAL1	p33
ENSG00000226252	p33
STIL	p33
CMPK1	p33
LINC01389	p33
FOXE3	p33
FOXD2-AS1	p33
FOXD2	p33
ENSG00000271355	p33
RPL21P24	p33
ATP6V0E1P4	p33
LINC01738	p33
TRABD2B	p33
ENSG00000223814	p33
ENSG00000225028	p33
LINC02794	p33
ENSG00000231413	p33
CYP46A4P	p33
ENSG00000290466	p33
ENSG00000279096	p33
SKINT1L	p33
ENSG00000291246	p33
ENSG00000223720	p33
SLC5A9	p33
ENSG00000272491	p33
ENSG00000279214	p33
SPATA6	p33
PPP1R8P1	p33
RNU6-723P	p33
ENSG00000235105	p33
RNU4-61P	p33
RPL21P25	p33
AGBL4	p33
ENSG00000287661	p33
BEND5	p33
ENSG00000286597	p33
ENSG00000229846	p33
AGBL4-AS1	p33
AGBL4-IT1	p33
ENSG00000237478	p33
ZNF859P	p33
ENSG00000279324	p33
MTND2P29	p33
ELAVL4	p33
ENSG00000230828	p33
ELAVL4-AS1	p33
ENSG00000233407	p32.3
LINC02808	p32.3
ENSG00000284645	p32.3
ENSG00000234080	p32.3
HMGB1P45	p32.3
FCF1P6	p32.3
DMRTA2	p32.3
ENSG00000284700	p32.3
FAF1	p32.3
FAF1-AS1	p32.3
RNU6-1026P	p32.3
PHB1P12	p32.3
MRPS6P2	p32.3
CDKN2C	p32.3
ENSG00000290102	p32.3
MIR4421	p32.3
MIR6500	p32.3
C1orf185	p32.3
CFL1P2	p32.3
LINC01562	p32.3
RNF11	p32.3
ENSG00000233406	p32.3
ENSG00000236434	p32.3
TTC39A	p32.3
TTC39A-AS1	p32.3
EPS15	p32.3
ENSG00000232027	p32.3
RNU6-877P	p32.3
ENSG00000238140	p32.3
EPS15-AS1	p32.3
RNU6-1281P	p32.3
CALR4P	p32.3
ENSG00000293506	p32.3
OSBPL9	p32.3
GAPDHP51	p32.3
SLC25A6P3	p32.3
ENSG00000212624	p32.3
NRDC	p32.3
ENSG00000266993	p32.3
ENSG00000272175	p32.3
MIR761	p32.3
TSEN15P2	p32.3
RAB3B	p32.3
RNA5SP48	p32.3
ENSG00000229032	p32.3
RN7SL290P	p32.3
TXNDC12	p32.3
ENSG00000285839	p32.3
KTI12	p32.3
ENSG00000223390	p32.3
TXNDC12-AS1	p32.3
BTF3L4	p32.3
ZFYVE9	p32.3
RN7SL788P	p32.3
ENSG00000228407	p32.3
ENSG00000223429	p32.3
PDCL3P6	p32.3
ENSG00000236004	p32.3
DNAJC19P7	p32.3
ANAPC10P1	p32.3
CC2D1B	p32.3
ENSG00000272100	p32.3
ENSG00000287078	p32.3
PLA2G12AP1	p32.3
ORC1	p32.3
PRPF38A	p32.3
TUT4	p32.3
ENSG00000272371	p32.3
EEF1GP7	p32.3
GPX7	p32.3
SHISAL2A	p32.3
COA7	p32.3
NDUFS5P3	p32.3
RN7SL62P	p32.3
ZYG11B	p32.3
RNU2-30P	p32.3
RPS13P2	p32.3
RNU6-969P	p32.3
ZYG11A	p32.3
ENSG00000242391	p32.3
ECHDC2	p32.3
ENSG00000230953	p32.3
ENSG00000231866	p32.3
SCP2	p32.3
ENSG00000264834	p32.3
ENSG00000266188	p32.3
ENSG00000265815	p32.3
H3P2	p32.3
RRAS2P1	p32.3
TUBBP10	p32.3
PODN	p32.3
ENSG00000232993	p32.3
HIGD1AP11	p32.3
SLC1A7	p32.3
ENSG00000235563	p32.3
ENSG00000277397	p32.3
CPT2	p32.3
ENSG00000236723	p32.3
CZIB	p32.3
CZIB-DT	p32.3
MAGOH	p32.3
MAGOH-DT	p32.3
LRP8	p32.3
ENSG00000234578	p32.3
ENSG00000228838	p32.3
ENSG00000232762	p32.3
LRP8-DT	p32.3
ENSG00000285954	p32.3
ENSG00000226938	p32.3
LINC02812	p32.3
ENSG00000293253	p32.3
SLC25A3P1	p32.3
ENSG00000288527	p32.3
DMRTB1	p32.3
GLIS1	p32.3
RNU7-95P	p32.3
NDC1	p32.3
ENSG00000201003	p32.3
ENSG00000229687	p32.3
YIPF1	p32.3
DIO1	p32.3
IFT25	p32.3
LRRC42	p32.3
HNRNPA3P12	p32.3
LDLRAD1	p32.3
TMEM59	p32.3
ENSG00000280378	p32.3
TCEANC2	p32.3
MIR4781	p32.3
COX7BP3	p32.3
ENSG00000256407	p32.3
CDCP2	p32.3
ENSG00000280425	p32.3
CYB5RL	p32.3
MRPL37	p32.3
SSBP3	p32.3
SSBP3-AS1	p32.3
ENSG00000225632	p32.3
ENSG00000232245	p32.3
ENSG00000287582	p32.3
LINC02784	p32.3
ENSG00000237173	p32.3
HNRNPA1P63	p32.3
ACOT11	p32.3
FAM151A	p32.3
ENSG00000230728	p32.3
MROH7	p32.3
MROH7-TTC4	p32.3
TTC4	p32.3
PARS2	p32.3
TTC22	p32.3
ENSG00000237453	p32.3
CIMAP2	p32.3
DHCR24	p32.3
ENSG00000287724	p32.3
TMEM61	p32.3
DHCR24-DT	p32.3
ENSG00000284601	p32.3
ENSG00000233271	p32.3
BSND	p32.3
PCSK9	p32.3
USP24	p32.3
MIR4422HG	p32.3
GYG1P3	p32.3
MIR4422	p32.3
GOT2P1	p32.3
MTCO2P34	p32.3
RN7SKP291	p32.3
RNU6-830P	p32.3
ENSG00000234810	p32.2
LINC01755	p32.2
LINC01753	p32.2
PIGQP1	p32.2
ENSG00000235612	p32.2
ENSG00000260971	p32.2
ENSG00000284686	p32.2
RPSAP20	p32.2
LINC01767	p32.2
PLPP3	p32.2
RPL21P23	p32.2
RPL23AP85	p32.2
ENSG00000225475	p32.2
PRKAA2	p32.2
FYB2	p32.2
ENSG00000229913	p32.2
C8A	p32.2
C8B	p32.2
ENSG00000236341	p32.2
DAB1	p32.2
ENSG00000227935	p32.2
RPS20P5	p32.2
DAB1-AS1	p32.2
ENSG00000290536	p32.2
HNRNPA1P6	p32.2
RPS26P15	p32.2
ENSG00000235038	p32.2
ENSG00000230546	p32.2
ENSG00000233216	p32.2
OMA1	p32.1
ENSG00000286918	p32.1
ENSG00000270209	p32.1
RN7SL713P	p32.1
TACSTD2	p32.1
ENSG00000185839	p32.1
MYSM1	p32.1
ENSG00000283445	p32.1
JUN	p32.1
ENSG00000290013	p32.1
JUN-DT	p32.1
ENSG00000272226	p32.1
ENSG00000231740	p32.1
LINC02777	p32.1
PHB1P3	p32.1
ENSG00000241042	p32.1
ENSG00000235215	p32.1
FGGY-DT	p32.1
ENSG00000270457	p32.1
FGGY	p32.1
MIR4711	p32.1
ENSG00000226883	p32.1
HOOK1	p32.1
CYP2J2	p32.1
RN7SL475P	p32.1
C1orf87	p32.1
PGBD4P8	p32.1
LINC02778	p32.1
LINC01748	p32.1
NFIA	p31.3
NFIA-AS2	p31.3
NFIA-AS1	p31.3
ENSG00000284808	p31.3
ENSG00000287224	p31.3
ENSG00000223920	p31.3
TM2D1	p31.3
PATJ-DT	p31.3
PATJ	p31.3
RNU6-414P	p31.3
RNU6-1177P	p31.3
LAMTOR5P1	p31.3
RN7SL180P	p31.3
MIR3116-1	p31.3
MIR3116-2	p31.3
PIGPP2	p31.3
RPS15AP7	p31.3
L1TD1	p31.3
ENSG00000237227	p31.3
KANK4	p31.3
RNU6-371P	p31.3
USP1	p31.3
DOCK7	p31.3
ENSG00000270549	p31.3
ANGPTL3	p31.3
ENSG00000278967	p31.3
RPL13AP9	p31.3
DOCK7-DT	p31.3
ATG4C	p31.3
ENSG00000234318	p31.3
ENSG00000237163	p31.3
LINC01739	p31.3
ENSG00000286455	p31.3
ENSG00000227485	p31.3
ENSG00000229225	p31.3
ENSG00000203605	p31.3
LINC00466	p31.3
RNA5SP49	p31.3
ENSG00000228734	p31.3
RPSAP65	p31.3
FOXD3-AS1	p31.3
FOXD3	p31.3
MIR6068	p31.3
ENSG00000236674	p31.3
ALG6	p31.3
ITGB3BP	p31.3
ENSG00000286429	p31.3
EFCAB7	p31.3
RN7SL488P	p31.3
RNU7-123P	p31.3
DLEU2L	p31.3
ENSG00000276884	p31.3
ENSG00000278287	p31.3
ENSG00000277565	p31.3
ENSG00000275823	p31.3
ENSG00000277689	p31.3
ENSG00000274199	p31.3
PGM1	p31.3
RN7SL130P	p31.3
ROR1	p31.3
ENSG00000177452	p31.3
CFL1P3	p31.3
RNU6-809P	p31.3
ROR1-AS1	p31.3
ENSG00000284928	p31.3
UBE2U	p31.3
RNU7-62P	p31.3
CACHD1	p31.3
MIR4794	p31.3
RAVER2	p31.3
JAK1	p31.3
ENSG00000234784	p31.3
ENSG00000233877	p31.3
LINC01359	p31.3
SLC2A3P2	p31.3
ENSG00000272506	p31.3
RNU6-1176P	p31.3
MIR3671	p31.3
MIR101-1	p31.3
ENSG00000288804	p31.3
ENSG00000235804	p31.3
MRPS21P1	p31.3
AK4	p31.3
RPS29P7	p31.3
DNAJC6	p31.3
ENSG00000229294	p31.3
COX6CP13	p31.3
ENSG00000290094	p31.3
RNU2-15P	p31.3
LEPROT	p31.3
LEPR	p31.3
ENSG00000237852	p31.3
ENSG00000224570	p31.3
ENSG00000285079	p31.3
RN7SL854P	p31.3
PDE4B	p31.3
PDE4B-AS1	p31.3
RNU4-88P	p31.3
SGIP1	p31.3
MIR3117	p31.3
ENSG00000248458	p31.3
DYNLT5	p31.3
INSL5	p31.3
DNAI4	p31.3
ENSG00000231080	p31.3
MIER1	p31.3
ENSG00000289394	p31.3
SLC35D1	p31.3
C1orf141	p31.3
ENSG00000252433	p31.3
ENSG00000275678	p31.3
IL23R	p31.3
RNU6-586P	p31.3
RNU4ATAC4P	p31.3
DNAJB6P4	p31.3
IL12RB2	p31.3
SERBP1	p31.3
RNU6-387P	p31.3
LINC01702	p31.3
RNU6-1031P	p31.3
ENSG00000238139	p31.3
RN7SL392P	p31.3
HNRNPCP9	p31.3
GADD45A	p31.3
GNG12	p31.3
RNU7-80P	p31.3
GNG12-AS1	p31.3
ENSG00000235055	p31.3
DIRAS3	p31.3
ARL5AP3	p31.3
WLS	p31.3
CTBP2P8	p31.3
MIR1262	p31.3
RPS7P4	p31.3
COX6B1P7	p31.3
ELOCP18	p31.3
ENSG00000229440	p31.3
RPE65	p31.3
DEPDC1	p31.3
ENSG00000233589	p31.3
TXNP2	p31.2
ENSG00000285041	p31.2
ENSG00000285407	p31.2
ENSG00000285473	p31.2
LINC01707	p31.2
LINC02791	p31.2
LINC01758	p31.1
ENSG00000287453	p31.1
LRRC7	p31.1
SGO1P1	p31.1
ENSG00000287283	p31.1
RN7SL538P	p31.1
PIN1P1	p31.1
LRRC7-AS1	p31.1
LRRC40	p31.1
RN7SL242P	p31.1
SRSF11	p31.1
ENSG00000228988	p31.1
ANKRD13C	p31.1
ANKRD13C-DT	p31.1
LINC03102	p31.1
CTH	p31.1
ENSG00000271992	p31.1
CHORDC1P5	p31.1
CASP3P1	p31.1
LINC01788	p31.1
ENSG00000226208	p31.1
PTGER3	p31.1
ENSG00000235782	p31.1
ZRANB2-AS1	p31.1
ZRANB2	p31.1
MIR186	p31.1
ZRANB2-DT	p31.1
ENSG00000226324	p31.1
NEGR1	p31.1
ENSG00000231985	p31.1
ENSG00000271618	p31.1
NEGR1-IT1	p31.1
GDI2P2	p31.1
LINC02796	p31.1
RPL31P12	p31.1
ENSG00000225087	p31.1
RNU6-1246P	p31.1
ENSG00000280317	p31.1
KRT8P21	p31.1
RN7SKP19	p31.1
LINC01360	p31.1
LINC02238	p31.1
RNA5SP50	p31.1
ENSG00000285778	p31.1
RNU4ATAC8P	p31.1
LRRIQ3	p31.1
FPGT-TNNI3K	p31.1
FPGT	p31.1
TNNI3K	p31.1
ENSG00000237324	p31.1
ENSG00000233894	p31.1
LRRC53	p31.1
ERICH3	p31.1
ERICH3-AS1	p31.1
ENSG00000272864	p31.1
CRYZ	p31.1
TYW3	p31.1
ENSG00000229943	p31.1
ENSG00000261213	p31.1
ENSG00000224127	p31.1
LHX8	p31.1
LHX8-AS1	p31.1
RNU6-622P	p31.1
SLC44A5	p31.1
ENSG00000224493	p31.1
RNU6-503P	p31.1
RPL29P5	p31.1
ENSG00000293044	p31.1
ENSG00000230863	p31.1
ACADM	p31.1
DLSTP1	p31.1
RABGGTB	p31.1
SNORD45C	p31.1
SNORD45A	p31.1
SNORD45B	p31.1
MSH4	p31.1
ASB17	p31.1
ENSG00000225605	p31.1
ENSG00000230027	p31.1
ST6GALNAC3	p31.1
ENSG00000223905	p31.1
ENSG00000272855	p31.1
TPI1P1	p31.1
RNU6-161P	p31.1
LINC02567	p31.1
ST6GALNAC5	p31.1
MIR7156	p31.1
ENSG00000288543	p31.1
ENSG00000230498	p31.1
PIGK	p31.1
RPL17P6	p31.1
ENSG00000228187	p31.1
ENSG00000289212	p31.1
ENSG00000287870	p31.1
AK5	p31.1
ENSG00000233099	p31.1
RNU7-8P	p31.1
ENSG00000287647	p31.1
ZZZ3	p31.1
RNA5SP20	p31.1
RN7SL370P	p31.1
USP33	p31.1
ACTG1P21	p31.1
MIGA1	p31.1
RNA5SP21	p31.1
ENSG00000219201	p31.1
NSRP1P1	p31.1
HSPE1P25	p31.1
NEXN-AS1	p31.1
NEXN	p31.1
FUBP1	p31.1
DNAJB4	p31.1
GIPC2	p31.1
ENSG00000273338	p31.1
ENSG00000285928	p31.1
ENSG00000213561	p31.1
RNU6-1102P	p31.1
ENSG00000213560	p31.1
RNA5SP22	p31.1
RNFT1P2	p31.1
MGC27382	p31.1
PTGFR	p31.1
ENSG00000227556	p31.1
RNA5SP23	p31.1
IFI44L	p31.1
IFI44	p31.1
ENSG00000238015	p31.1
ENSG00000235400	p31.1
ADGRL4	p31.1
PSAT1P3	p31.1
ENSG00000282898	p31.1
ENSG00000235011	p31.1
LINC02792	p31.1
ENSG00000288822	p31.1
ADH5P2	p31.1
ENSG00000285409	p31.1
ENSG00000235756	p31.1
ENSG00000260322	p31.1
ENSG00000277670	p31.1
HMGB1P18	p31.1
ENSG00000225598	p31.1
HNRNPA1P64	p31.1
ENSG00000227062	p31.1
COX6A1P1	p31.1
ENSG00000224326	p31.1
LINC01781	p31.1
MTND2P30	p31.1
RPL7P10	p31.1
ENSG00000235089	p31.1
ENSG00000285179	p31.1
RN7SKP247	p31.1
ADGRL2	p31.1
HNRNPA3P14	p31.1
ARID3BP1	p31.1
ENSG00000227960	p31.1
ENSG00000234953	p31.1
MED28P8	p31.1
ENSG00000236676	p31.1
ENSG00000234683	p31.1
ST13P20	p31.1
ENSG00000233290	p31.1
LINC01362	p31.1
LINC01361	p31.1
ENSG00000285782	p31.1
LINC01712	p31.1
LINC01725	p31.1
ENSG00000237076	p31.1
TTLL7	p31.1
TTLL7-IT1	p31.1
ENSG00000229486	p31.1
ENSG00000285201	p31.1
PRKACB-DT	p31.1
PRKACB	p31.1
TXN2P1	p31.1
NEDD8P1	p31.1
ENSG00000199959	p31.1
SAMD13	p31.1
ENSG00000293445	p31.1
ENSG00000249237	p31.1
ENSG00000293446	p31.1
UOX	p31.1
DNASE2B	p22.3
ENSG00000285361	p22.3
RPF1	p22.3
GNG5	p22.3
ENSG00000285851	p22.3
SPATA1	p22.3
CTBS	p22.3
ENSG00000284882	p22.3
ENSG00000285374	p22.3
ENSG00000289881	p22.3
LINC01555	p22.3
ENSG00000232622	p22.3
SSX2IP	p22.3
ENSG00000285325	p22.3
LPAR3	p22.3
MCOLN2	p22.3
DNAI3	p22.3
MCOLN3	p22.3
MIR4423	p22.3
ENSG00000280099	p22.3
SYDE2	p22.3
C1orf52	p22.3
BCL10	p22.3
BCL10-AS1	p22.3
DDAH1	p22.3
ENSG00000273264	p22.3
ENSG00000282057	p22.3
ENSG00000272691	p22.3
CCN1	p22.3
SNORD81	p22.3
ENSG00000230285	p22.3
ZNHIT6	p22.3
COL24A1	p22.3
RNA5SP51	p22.3
ENSG00000229505	p22.3
LINC02795	p22.3
ODF2L	p22.3
MIR7856	p22.3
RPL7L1P22	p22.3
CLCA2	p22.3
CLCA1	p22.3
CLCA4	p22.3
CDCA4P2	p22.3
CLCA4-AS1	p22.3
CLCA3P	p22.3
SH3GLB1	p22.3
RPL17P5	p22.3
ENSG00000284846	p22.3
SELENOF	p22.3
HS2ST1	p22.3
ENSG00000267734	p22.3
ENSG00000267561	p22.3
ENSG00000235251	p22.3
ENSG00000225568	p22.3
LINC01140	p22.3
LINC02801	p22.3
LMO4	p22.3
LINC01364	p22.3
RNA5SP52	p22.3
ENSG00000279778	p22.3
PKN2-AS1	p22.2
ENSG00000270507	p22.2
ENSG00000286758	p22.2
RN7SL583P	p22.2
ENSG00000230053	p22.2
ENSG00000274321	p22.2
RPL36AP10	p22.2
PKN2	p22.2
RNU6-125P	p22.2
ELOCP19	p22.2
GTF2B	p22.2
ENSG00000235308	p22.2
KYAT3	p22.2
RBMXL1	p22.2
GBP3	p22.2
GBP1	p22.2
PTGES3P1	p22.2
GBP2	p22.2
ENSG00000289582	p22.2
ENSG00000286802	p22.2
GBP7	p22.2
GBP4	p22.2
ENSG00000284734	p22.2
ENSG00000284637	p22.2
ENSG00000289712	p22.2
GBP5	p22.2
ENSG00000237568	p22.2
